sentence,spoiler,verb,page,trope,num_present
still here,True,True,sherlock,oh crap,False
 sherlock john lestrad the great game child voic first heard phone art gallery give ten second countdown,True,True,sherlock,oh crap,False
lestrad john complet freak out tri distract sherlock lestrad end scream just stop dick around solv puzzle john reliev actual gasp breath,True,True,sherlock,oh crap,False
a scandal belgravia captur cia agent glare angrili sherlock calm call di lestrad intrusion,True,True,sherlock,oh crap,False
turn pale realis sherlock describ realli bad injuri happen yet ,True,True,sherlock,oh crap,False
also a scandal belgravia general reaction on count three shoot dr,True,True,sherlock,oh crap,False
 sherlock start shout panic know code,True,True,sherlock,oh crap,False
the hound baskerville sherlock tri hard tell hyster suicid henri knight hound actual figment imagin brought hallucinogen  none real,True,True,sherlock,oh crap,False
except howl sudden heard again sherlock get sever the reichenbach fall,True,True,sherlock,oh crap,False
littl specific reaction jim moriarti commit suicide total unexpect inch away face oh crap frank epic proportions,True,True,sherlock,oh crap,False
here one scene particular reduc nave lone man desper show off reveal moriarti main target all play sucker classic damsel distress ploy mycroft describ textbook refer sort way rang dismiss insulting mr holmes younger junior the clever detect funni hat the virgin,True,True,sherlock,overshadow awesom,False
heck even case spent time solv brilliant mycroft seconds anoth case dsseldorf air crash miss victim actual part someth orchestr mycroft,True,True,sherlock,overshadow awesom,False
par books describ holm much smarter brother,True,True,sherlock,overshadow awesom,False
count last showdown reichenbach fall just aggress kombat,True,True,sherlock,passiv aggress kombat,False
sherlock realiz gun fake simpli walk away killer challeng play anyway,False,True,sherlock,poison chalic switcheroo,False
john almost collaps spot sherlock rip bomb vest the great game ,True,True,sherlock,post dramat stress disord,False
perfect understand reaction though diminish moment,True,True,sherlock,post dramat stress disord,False
clear unafraid unawar danger just manag hold togeth moriarti leaves,True,True,sherlock,post dramat stress disord,False
also rare moment vulner sherlock panick are right,True,True,sherlock,post dramat stress disord,False
right,True,True,sherlock,post dramat stress disord,False
follow distract pacing tri stammer thank john scratch back head load gun ,True,True,sherlock,post dramat stress disord,False
sherlock inform lestrad phone robber fell window,False,True,sherlock,preemptiv declar,False
way sherlock swing john gun around end the great game seri well end sherlock accident shoot head moriarti got chanc come back finish job ,True,True,sherlock,reckless gun usag,False
actual brother mycroft ,True,True,sherlock,red herring,False
 peopl probabl expect turn lead dog site ,True,True,sherlock,chekhov gun,False
holm prone quit often usual confront explan dislikes,False,True,sherlock,sarcasm mode,False
 john see sherlock murder look though take pill,True,True,sherlock,say name,False
muffl window lessen impact fact dramat echo as well appropri choic soundtrack helps,True,True,sherlock,say name,False
seem pass unheard john realiz full extent situat cab take off,True,True,sherlock,say name,False
second episode sherlock strangl soo lin flat can hear choke john times pass moments,True,True,sherlock,say name,False
done a scandal belgravia iren adler decid reciev holm watson total naked,False,True,sherlock,sceneri censor,False
old woman third episod blurt info moriarti blow twelv people,True,True,sherlock,screw polit im senior,False
may take heroic sacrific part,True,True,sherlock,screw polit im senior,False
scene ever spoken turn kitti reilli reichenbach fall second impli run stori relationship john not just platonic,False,True,sherlock,select oblivi,False
somewhat impli alreadi knows especi sherlock figur well obvious unsubtl fashion ever,False,True,sherlock,select oblivi,False
 scandal belgravia make point simpli walk away incid sherlock beat cia agent within inch life throw window,True,True,sherlock,select oblivi,False
sherlock scandal belgravia seem idea molli massiv crush him,True,True,sherlock,select oblivi,False
john slob former three alway suits,False,True,sherlock,sharp dress man,False
can clear see lestrad ogl ,False,True,sherlock,clean nice,False
expect traumat given situation actual miss danger ,True,True,sherlock,shell shock veteran,False
hand shake think war,True,True,sherlock,shell shock veteran,False
henc enthusiasm help holmes,True,True,sherlock,shell shock veteran,False
even explod mine bare faze him,True,True,sherlock,shell shock veteran,False
moriarti actual abl fool holm initi scan him place subtl key clue way dressed appear behavior,True,True,sherlock,sherlock scan,False
holm seem rather perturb find duped,True,True,sherlock,sherlock scan,False
even worse sherlock decid finish job good oldfashion torture,True,True,sherlock,shoot dog,False
ramp even though talk violenc done fourtim serial kill psycho still difficult watch show protagonist incred vicious,True,True,sherlock,shoot dog,False
 sam spade leav titular artifact safedeposit box mail ticket anoth box call secretari get first one other bring office princip charact waiting,False,True,sherlock,maltes falcon,False
also sherlock defeat moriarty seen doctor episod the sound drums exact thing happen doctor master,True,True,sherlock,doctor n s s2 e12 armi ghost,False
point moffat gatiss that save actual setting will never see faith adapt sherlock holm put screen showrunn coupl holm fanboy themselves,False,True,sherlock,shown work,False
make sens context ,True,True,sherlock,okay,False
lock screen read i  locked password in read i sher locked,True,True,sherlock,okay,False
sherlock even pickpocket brother,True,True,sherlock,sticki finger,False
baskerville mycroft clearanc id seem come handi militari bases implic attend inspections,True,True,sherlock,sticki finger,False
serial killer first episod forc peopl gunpoint choos one two pills ident one dead one safe,True,True,sherlock,take third option,False
give sherlock choice sherlock choos gun recogn fake,True,True,sherlock,take third option,False
real gun expens guy just cabbi ,True,True,sherlock,take third option,False
subverted admit gun fake serial killer talk holm take pill anyway,True,True,sherlock,take third option,False
watson ditch soo lin knew code dark museum know mark death train assassin like building,True,True,sherlock,tragedi impuls,False
may protect asexu life partner serv blood knight tendencies,True,True,sherlock,tragedi impuls,False
hesit get soo lin safe place possibl remain her,True,True,sherlock,tragedi impuls,False
hear sherlock shot at tell soo lin i go help,True,True,sherlock,tragedi impuls,False
mrs hudson hurt american a scandal belgravia sherlock give outward sign anger seem just cold usual does realiti sherlock scan decid assail pain centr attack,True,True,sherlock,tranquil furi,False
john berat mycroft actual iren adler kidnap instead just phone bloodi stupid power complex see john driven disus battersea power station,True,True,sherlock,visual pun,False
research the hound baskerville mention lot studi allow countri prepar event biolog warfare,True,True,sherlock,war terror,False
 cliff hanger end the great game sherlock john moriarti lock mexican standoff pool ,True,True,sherlock,wham episod,False
sherlock arrang meet moriarty watson evening,True,True,sherlock,wham line,False
turnup it sherlock,True,True,sherlock,wham line,False
hell watson bet never saw coming,True,True,sherlock,wham line,False
real moriarti announc himself jim moriarti  gave number,True,True,sherlock,wham line,False
thought might call,True,True,sherlock,wham line,False
begin the reichenbach fall john best friend sherlock holmes dead,True,True,sherlock,wham line,False
sherlock john kitti riley flat ask richard brook step moriarti ,True,True,sherlock,wham line,False
kitty cours richard brook,True,True,sherlock,wham line,False
sob name see him responds sherlock snivel mrs hudson,True,True,sherlock,wham line,False
course evid part act sinc take perpetrator sherlock kneel front her caress face ask gentl right,True,True,sherlock,wham line,False
 mycroft either way better upgrad surveil status,False,True,sherlock,mean awesom,False
fight planetarium  garbl record background accompani mar the planets flash colour light all,True,True,sherlock,mean awesom,False
again fact light also flicker golem sneak behind sherlock make somewhat nightmar fuelish,True,True,sherlock,mean awesom,False
trope defin moriarti ,True,True,sherlock,mean awesom,False
 sherlock explain experi effect saliva deceas head,False,True,sherlock,happen mous,False
also the great game golem get away,True,True,sherlock,happen mous,False
never find kind experi involv sherlock keep human eye microwave,True,True,sherlock,happen mous,False
the great game sherlock john exit garage light close dramat behind walk off,False,True,sherlock,happen mous,False
test hallucinogen want see effect averag mind,True,True,sherlock,friend like,False
 relat trope itself worth note high possibl even sherlock fell ,True,True,sherlock,friend like,False
despit insist terminolog colleague instead friend sherlock jump hospit roof john shouts let through doctor friend  ,True,True,sherlock,friend like,False
